Visitor #,"Timestamp
GMT +9",Visitor Id,Repeat Visitor,"Number
of Visit","Visitor Name
(Premium)",Referrer,Keywords,Entrance Page,"Visit Duration (seconds)
(Premium)","Visit Depth
(Premium)","Conversions
(Premium)","Click Path
(Premium)",IP,Organization,Country,Region,City,Postal Code,Screen Size,Browser,OS,User Agent
256,Sep 8 2020 12:53:56 PM,X1cAVJyeYObRqPXOHdxuVgAAAAI,no,1,,Direct Access,,https://www.helldog-s.com/body,111,3,,https://www.helldog-s.com/body (19 seconds) > https://www.helldog-s.com/seminude (51 seconds) > https://www.helldog-s.com/body (41 seconds),221.150.130.48,Korea Telecom,South Korea,Gyeonggi-do,Seongnam-si,13332,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 8.9.8"
255,Sep 8 2020 12:52:01 PM,X1b-4IH5rhfMLlOskZ4SMAAAAAE,no,1,,Direct Access,,https://www.helldog-s.com/model-and-actor,13,1,,https://www.helldog-s.com/model-and-actor (13 seconds),175.223.49.105,Korea Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone11,2; iOS 13_7; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 241452311)"
254,Sep 8 2020 12:43:00 PM,X1b9xCd6E-XXUXjl50tCeQAAAAE,no,1,,https://l.instagram.com,,https://www.helldog-s.com/body,3,1,,https://www.helldog-s.com/body (3 seconds),116.123.13.199,SK Broadband,South Korea,Seoul,Seocho-gu,6751,2560x1440,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36"
253,Sep 8 2020 12:28:12 PM,X1bytUnFxtQigdsQ4TjY-wAAAAA,yes,2,,Direct Access,,https://www.helldog-s.com,313,13,,https://www.helldog-s.com (6 seconds) > https://www.helldog-s.com/lookbook (2 seconds) > https://www.helldog-s.com/uniform (26 seconds) > https://www.helldog-s.com/landscape (9 seconds) > https://www.helldog-s.com/uniform (19 seconds) > https://www.helldog-s.com/seminude (18 seconds) > https://www.helldog-s.com/uniform (14 seconds) > https://www.helldog-s.com/musician (19 seconds) > https://www.helldog-s.com/lookbook (117 seconds) > https://www.helldog-s.com/model-and-actor (33 seconds) > https://www.helldog-s.com/wedding (7 seconds) > https://www.helldog-s.com (5 seconds) > https://www.helldog-s.com/wedding (42 seconds),2001:2d8:e51b:8488::fb09:7000,SK Telecom,South Korea,Seoul,Gangbuk-gu,1016,412x846,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-G965N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.4147.111 Mobile Safari/537.36;KAKAOTALK 2108970"
252,Sep 8 2020 12:25:44 PM,X0zz9S4MK3Kh1b-2uaUKQgAAAAI,no,3,,Direct Access,,https://www.helldog-s.com,34,2,,https://www.helldog-s.com (26 seconds) > https://www.helldog-s.com/lookbook (8 seconds),58.150.30.214,LG DACOM Corporation,South Korea,Seoul,Yeongdeungpo-dong,7247,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 8.9.8"
251,Sep 8 2020 12:01:34 PM,X1brjztClWED7DLRxRPSyAAAAAA,yes,2,,Direct Access,,https://www.helldog-s.com/dog,50,1,,https://www.helldog-s.com/dog (50 seconds),1.212.184.98,LG DACOM Corporation,South Korea,Daegu,Daegu,41934,1920x1080,MSIE,Windows,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko
250,Sep 8 2020 11:55:49 AM,X1bytUnFxtQigdsQ4TjY-wAAAAA,no,1,,Direct Access,,https://www.helldog-s.com,43,1,,https://www.helldog-s.com (43 seconds),2001:2d8:e51b:8488::fb09:7000,SK Telecom,South Korea,Seoul,Gangbuk-gu,1016,412x846,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-G965N Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.4147.111 Mobile Safari/537.36;KAKAOTALK 2108970"
249,Sep 8 2020 11:45:03 AM,X1bwL2w-iKtZWSn@pHWSqwAAAAI,no,1,,Direct Access,,https://www.helldog-s.com,38,2,,https://www.helldog-s.com (33 seconds) > https://www.helldog-s.com (5 seconds),222.108.57.69,Korea Telecom,South Korea,Seoul,Gangseo-gu,7618,1366x768,Chrome,Windows,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36"
248,Sep 8 2020 11:25:19 AM,X1brjztClWED7DLRxRPSyAAAAAA,no,1,,Direct Access,,https://www.helldog-s.com,75,4,,https://www.helldog-s.com (15 seconds) > https://www.helldog-s.com/dog (3 seconds) > https://www.helldog-s.com/cat (26 seconds) > https://www.helldog-s.com/withyou (32 seconds),1.212.184.98,LG DACOM Corporation,South Korea,Daegu,Daegu,41934,1920x1080,MSIE,Windows,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko
247,Sep 8 2020 11:18:20 AM,X1bp661g3d5OBUAGb1kgOwAAAAA,no,1,,Direct Access,,https://www.helldog-s.com/body,32,1,,https://www.helldog-s.com/body (32 seconds),223.33.184.1,SK Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
246,Sep 8 2020 11:00:02 AM,X1blouGSuxE9S1imH23BzwAAAAA,no,1,,Direct Access,,https://www.helldog-s.com/grapher,108,5,,https://www.helldog-s.com/grapher (13 seconds) > https://www.helldog-s.com (33 seconds) > https://www.helldog-s.com/person (51 seconds) > https://www.helldog-s.com/contact (3 seconds) > https://www.helldog-s.com/grapher (8 seconds),14.5.254.111,Lg Powercomm,South Korea,Seoul,Yongsan-gu,4353,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone12,3; iOS 13_5_1; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 241452311)"
245,Sep 8 2020 10:47:48 AM,X1bixIuQb8W6ZM@yJD7emAAAAAE,no,1,,https://www.google.com,,https://www.helldog-s.com,206,6,,https://www.helldog-s.com (33 seconds) > https://www.helldog-s.com/contact (41 seconds) > https://www.helldog-s.com/about-studio (113 seconds) > https://www.helldog-s.com (13 seconds) > https://www.helldog-s.com/contact (2 seconds) > https://www.helldog-s.com (6 seconds),175.193.47.132,Korea Telecom,South Korea,Seoul,Gwangjin-gu,5111,1920x1080,Chrome,Mac OS X,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36"
244,Sep 8 2020 09:33:26 AM,X1W5OZqV@GwGM9qfK6lylQAAAAE,yes,2,,Direct Access,,https://www.helldog-s.com/reservation-process,221,7,,https://www.helldog-s.com/reservation-process (35 seconds) > https://www.helldog-s.com/guide-body (33 seconds) > https://www.helldog-s.com/reservation-process (33 seconds) > https://www.helldog-s.com (3 seconds) > https://www.helldog-s.com (14 seconds) > https://www.helldog-s.com/model-and-actor (43 seconds) > https://www.helldog-s.com/body (62 seconds),110.70.51.173,Korea Telecom,South Korea,Seoul,Seoul,2878,360x760,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-G970N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Mobile Safari/537.36"
243,Sep 8 2020 08:36:24 AM,X1bD98Ucj4MuHNkAHXso6wAAABA,no,1,,https://m.blog.naver.com/joonki3/222004898004,,https://www.helldog-s.com/lookbook,3,1,,https://www.helldog-s.com/lookbook (3 seconds),223.38.72.161,SK Telecom,South Korea,Seoul,Seoul,2878,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Mobile/15E148 Safari/604.1"
242,Sep 8 2020 08:24:31 AM,X1M3JTg3mEgL3x8j0aRZaQAAAAA,yes,3,,https://m.blog.naver.com/sampgon/222013209074,,https://www.helldog-s.com/body,120,4,,https://www.helldog-s.com/body (26 seconds) > https://www.helldog-s.com/person (52 seconds) > https://www.helldog-s.com/model-and-actor (9 seconds) > https://www.helldog-s.com/model-and-actor (33 seconds),14.37.83.120,Korea Telecom,South Korea,Incheon,Incheon,21539,412x846,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-A750N/KSU3CTF2) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
241,Sep 8 2020 04:53:09 AM,X1aPpC4AzVHUCn4NWsFudQAAAAE,no,1,,https://m.ad.search.naver.com/search.naver?where=m_expd&query=바디프로필&referenceId=U1jMzwprvj4ssLiDYGGssssstqd-056075,바디프로필,https://www.helldog-s.com/body,61,2,,https://www.helldog-s.com/body (28 seconds) > https://www.helldog-s.com/model-and-actor (33 seconds),175.223.23.88,Korea Telecom,South Korea,Seoul,Seoul,2878,360x720,Chrome,Android,"Mozilla/5.0 (Linux; Android 8.0.0; LGM-G600K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.116 Mobile Safari/537.36"
240,Sep 8 2020 12:44:38 AM,X03Ltbp7M3fnVT9s731FgAAAAAA,yes,3,,session_resume::www.helldog-s.com,,https://www.helldog-s.com/uniform,51,1,,https://www.helldog-s.com/uniform (51 seconds),121.141.196.000,Korea Telecom,South Korea,Seoul,Yangcheon-gu,8070,412x869,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-N976N) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
239,Sep 7 2020 11:51:48 PM,X1ZJA0A4yuTIjAsG2cmokgAAAAQ,no,1,,https://m.ad.search.naver.com/search.naver?where=m_expd&query=유아사진&referenceId=U1i4Edp0JWNsssE/KzCssssssp8-212070,유아사진,https://www.helldog-s.com/kids,98,1,,https://www.helldog-s.com/kids (98 seconds),221.151.128.10,Korea Telecom,South Korea,Seoul,Guro-gu,8226,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
238,Sep 7 2020 11:12:15 PM,X1Y-vsjG1ipQOWyXsUmwvAAAAAE,no,1,,Direct Access,,https://www.helldog-s.com/grapher,82,4,,https://www.helldog-s.com/grapher (2 seconds) > https://www.helldog-s.com/body (42 seconds) > https://www.helldog-s.com (13 seconds) > https://www.helldog-s.com/seminude (26 seconds),1.242.88.000,SK Broadband,South Korea,Gyeonggi-do,Siheung-si,14971,360x760,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-N971N) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
237,Sep 7 2020 10:39:44 PM,X1Y4IKxW00QZQ0g4Jci9BAAAAAA,no,1,,https://l.instagram.com,,https://www.helldog-s.com/body,36,3,,https://www.helldog-s.com/body (19 seconds) > https://www.helldog-s.com/seminude (9 seconds) > https://www.helldog-s.com/group (8 seconds),182.230.71.55,Lg Powercomm,South Korea,Gyeonggi-do,Suwon,16258,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36"
236,Sep 7 2020 09:46:08 PM,X1Yrj9S01D4BPyeYNbcFQgAAAAE,no,1,,https://m.search.naver.com/search.naver?sm=mtb_hty.top&where=m&oquery=여자+바디프로필+스튜디오&tqi=U1hresprvy4ssURAQPZssssssZl-507666&query=헬독스+스튜디오,헬독스 스튜디오,https://www.helldog-s.com/body,34,2,,https://www.helldog-s.com/body (25 seconds) > https://www.helldog-s.com/seminude (9 seconds),117.111.19.166,LG Uplus,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
235,Sep 7 2020 07:55:39 PM,X1YRq-cGOlvKJuJ02SbYgQAAAAM,no,1,,Direct Access,,https://www.helldog-s.com,19,1,,https://www.helldog-s.com (19 seconds),41.103.189.122,Algerie Telecom,Algeria,Tiaret,Tiaret,14000,1280x720,Firefox,Windows,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0
234,Sep 7 2020 07:24:45 PM,X1YKbEQH5QKZ5@NWwIV4VgAAAAQ,no,1,,https://m.search.naver.com/search.naver?sm=mtb_hty.top&where=m&oquery=바디프로필+가격&tqi=U1h56dp0JWVsse/0qbCsssssshN-343766&query=신촌+바디프로필,신촌 바디프로필,https://www.helldog-s.com/body,64,5,,https://www.helldog-s.com/body (19 seconds) > https://www.helldog-s.com/seminude (6 seconds) > https://www.helldog-s.com/body (9 seconds) > https://www.helldog-s.com/person (18 seconds) > https://www.helldog-s.com/body (13 seconds),175.223.27.44,Korea Telecom,South Korea,Seoul,Seoul,2878,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Mobile/15E148 Safari/604.1"
233,Sep 7 2020 06:47:41 PM,X1YBvYLrlp3@kok@BXud6AAAAAU,no,1,,https://www.google.com,,https://www.helldog-s.com,58,2,,https://www.helldog-s.com (33 seconds) > https://www.helldog-s.com/video-club (25 seconds),118.43.116.123,Korea Telecom,South Korea,Jeollanam-do,Koyo,59524,1440x900,Safari,Mac OS X,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15"
232,Sep 7 2020 06:45:39 PM,X1YBQ9fWH1ofWVJYG61KbQAAAAM,no,1,,Direct Access,,https://www.helldog-s.com,231,9,,https://www.helldog-s.com (8 seconds) > https://www.helldog-s.com/model-and-actor (14 seconds) > https://www.helldog-s.com/body (61 seconds) > https://www.helldog-s.com/review-board/hugigesipan-cwalyeong-reseun/myujisyeon-peuropil-mic-aelbeom-jakes-sajincwalyeong (2 seconds) > https://www.helldog-s.com/review-board/hugigesipan-cwalyeong-reseun/myujisyeon-peuropil-mic-aelbeom-jakes-sajincwalyeong (2 seconds) > https://www.helldog-s.com/review-board (2 seconds) > https://www.helldog-s.com (9 seconds) > https://www.helldog-s.com/review-board (73 seconds) > https://www.helldog-s.com/review-board (62 seconds),221.150.130.48,Korea Telecom,South Korea,Gyeonggi-do,Seongnam-si,13332,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone12,1; iOS 13_6_1; ko-Kore_KR; ko-KR; scale=2.00; 828x1792; 241452311)"
231,Sep 7 2020 06:45:22 PM,X1YBMTGv3a6Ce@PGzC0U4wAAAAM,no,1,,https://ad.search.naver.com/search.naver?where=ad&sm=svc_nrs&query=오디션프로필사진&referenceId=&pagingIndex=2,오디션프로필사진,https://www.helldog-s.com/model-and-actor?NaPm=ct=kesca50g|ci=0za0000G0jntZCOvxLoY|tr=sa|hk=0712666430405fb4077ed02d01919d84139ea5b1,28,3,,https://www.helldog-s.com/model-and-actor?NaPm=ct=kesca50g|ci=0za0000G0jntZCOvxLoY|tr=sa|hk=0712666430405fb4077ed02d01919d84139ea5b1 (5 seconds) > https://www.helldog-s.com/musician?NaPm=ct=kesca50g|ci=0za0000G0jntZCOvxLoY|tr=sa|hk=0712666430405fb4077ed02d01919d84139ea5b1 (19 seconds) > https://www.helldog-s.com/contact?NaPm=ct=kesca50g|ci=0za0000G0jntZCOvxLoY|tr=sa|hk=0712666430405fb4077ed02d01919d84139ea5b1 (5 seconds),124.58.252.31,Lg Powercomm,South Korea,Seoul,Dongdaemun-gu,2543,1920x1080,Edge,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36 Edg/85.0.564.44"
230,Sep 7 2020 05:55:15 PM,X1X1cuc3IElDMyECMYwGQgAAAAE,no,1,,Direct Access,,https://www.helldog-s.com/body,13,1,,https://www.helldog-s.com/body (13 seconds),49.166.28.224,Lg Powercomm,South Korea,Chungcheongnam-do,Cheonan,31132,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone11,2; iOS 13_6_1; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 241452311)"
229,Sep 7 2020 05:46:42 PM,X1XzcVxiRYPsVSn3wbTwegAAAAA,no,1,,Direct Access,,https://www.helldog-s.com,153,3,,https://www.helldog-s.com (32 seconds) > https://www.helldog-s.com/body (61 seconds) > https://www.helldog-s.com/person (61 seconds),175.192.177.240,Korea Telecom,South Korea,Gyeonggi-do,Gyeonggi-do,10133,1920x1080,MSIE,Windows,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko
228,Sep 7 2020 05:28:40 PM,X1XvOBcfaPXrGgHkd4@sEAAAAAM,no,1,,Direct Access,,https://www.helldog-s.com/model-and-actor,131,6,,https://www.helldog-s.com/model-and-actor (18 seconds) > https://www.helldog-s.com/person (33 seconds) > https://www.helldog-s.com (6 seconds) > https://www.helldog-s.com (8 seconds) > https://www.helldog-s.com/person (41 seconds) > https://www.helldog-s.com/grapher (26 seconds),14.52.83.41,Korea Telecom,South Korea,Seoul,Seoul,2878,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone12,5; iOS 13_5_1; ko-Kore_KR; ko-KR; scale=3.00; 1242x2688; 241452311)"
227,Sep 7 2020 05:22:24 PM,X1Xtv1qOVm@C6WbBlHYYPwAAAAM,no,1,,Direct Access,,https://www.helldog-s.com,64,10,,https://www.helldog-s.com (18 seconds) > https://www.helldog-s.com/product (2 seconds) > https://www.helldog-s.com (2 seconds) > https://www.helldog-s.com/panorama (4 seconds) > https://www.helldog-s.com/lookbook (6 seconds) > https://www.helldog-s.com/product (5 seconds) > https://www.helldog-s.com (9 seconds) > https://www.helldog-s.com/seminude (5 seconds) > https://www.helldog-s.com (2 seconds) > https://www.helldog-s.com/body (13 seconds),220.72.184.145,Korea Telecom,South Korea,Seoul,Gwangjin-gu,4991,1920x1080,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36"
226,Sep 7 2020 05:12:32 PM,X1Xrb7f1wyCo9QMvXN2yDAAAAAA,no,1,,https://ad.search.naver.com/search.naver?where=ad&sm=svc_nrs&query=프로필사진&referenceId=&pagingIndex=4,프로필사진,https://www.helldog-s.com/person,86,7,,https://www.helldog-s.com/person (32 seconds) > https://www.helldog-s.com/body (6 seconds) > https://www.helldog-s.com/person (13 seconds) > https://www.helldog-s.com/seminude (5 seconds) > https://www.helldog-s.com/4050 (5 seconds) > https://www.helldog-s.com/model-and-actor (19 seconds) > https://www.helldog-s.com/4050 (8 seconds),1.235.83.000,SK Broadband,South Korea,Seoul,Seocho-gu,6596,1080x1920,Chrome,Windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36"
225,Sep 7 2020 04:59:54 PM,X1XoeTBowL6SMvtfsN9vRAAAAAE,no,1,,linkedin.android,,https://www.helldog-s.com/grapher,51,2,,https://www.helldog-s.com/grapher (33 seconds) > https://www.helldog-s.com/contact (18 seconds),116.40.223.88,Lg Powercomm,South Korea,Gyeonggi-do,Yongin-si,17049,412x846,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-N960N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.81 Mobile Safari/537.36"
224,Sep 7 2020 04:40:02 PM,X1Xj0bY@kxEyDBx@gUAazAAAAAI,no,1,,Direct Access,,https://www.helldog-s.com/body,80,2,,https://www.helldog-s.com/body (72 seconds) > https://www.helldog-s.com/body (8 seconds),221.150.130.48,Korea Telecom,South Korea,Gyeonggi-do,Seongnam-si,13332,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone12,1; iOS 13_6_1; ko-Kore_KR; ko-KR; scale=2.00; 828x1792; 241452311)"
223,Sep 7 2020 04:09:14 PM,X1XcmVQujSzi1CesNWPxuAAAAAA,no,1,,Direct Access,,https://www.helldog-s.com,7,2,,https://www.helldog-s.com (2 seconds) > https://www.helldog-s.com/lookbook (5 seconds),116.39.85.158,Lg Powercomm,South Korea,Incheon,Incheon,21539,414x896,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone12,5; iOS 13_6_1; ko-Kore_KR; ko-KR; scale=3.00; 1242x2688; 241452311)"
222,Sep 7 2020 03:17:44 PM,X1XQh3ZTnAHnjWlMbNMjWgAAAAM,no,1,,https://m.ad.search.naver.com/search.naver?where=m_expd&query=반려동물스튜디오&referenceId=U1Ud4wp0Jxoss72HVc4sssssttd-050311,반려동물스튜디오,https://www.helldog-s.com/dog,29,1,,https://www.helldog-s.com/dog (29 seconds),112.153.115.170,Lg Powercomm,South Korea,Chungcheongnam-do,Cheonan,31132,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
221,Sep 7 2020 01:38:18 PM,X1W5OZqV@GwGM9qfK6lylQAAAAE,no,1,,Direct Access,,https://www.helldog-s.com/reservation-process,42,1,,https://www.helldog-s.com/reservation-process (42 seconds),59.12.25.9,Korea Telecom,South Korea,Gyeonggi-do,Suwon,16258,360x760,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SM-G970N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Mobile Safari/537.36"
220,Sep 7 2020 01:12:36 PM,X1WzNPOszGovPQJY2BZfNgAAAAE,no,1,,Direct Access,,https://www.helldog-s.com/about-studio,19,1,,https://www.helldog-s.com/about-studio (19 seconds),27.1.106.107,KangNam CableTV,South Korea,Seoul,Gangnam-gu,6333,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
219,Sep 7 2020 12:21:57 PM,X1FnWlD@Sw6QdjsuiJ5u2AAAAAU,yes,2,,Direct Access,,https://www.helldog-s.com,91,6,,https://www.helldog-s.com (6 seconds) > https://www.helldog-s.com/ceo (26 seconds) > https://www.helldog-s.com/4050 (14 seconds) > https://www.helldog-s.com/model-and-actor (19 seconds) > https://www.helldog-s.com/seminude (18 seconds) > https://www.helldog-s.com/bj (9 seconds),211.36.134.226,LG Uplus,South Korea,Seoul,Seoul,2878,375x667,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone10,4; iOS 13_6_1; ko-Kore_KR; ko; scale=2.00; 750x1334; 241452311)"
218,Sep 7 2020 11:48:36 AM,X1WfhL-rkQrmt3PYSig0tAAAAAE,no,1,,Direct Access,,https://www.helldog-s.com/body,29,3,,https://www.helldog-s.com/body (26 seconds) > https://www.helldog-s.com/person (2 seconds) > https://www.helldog-s.com/body (2 seconds),61.99.84.55,SK Broadband,South Korea,Seoul,Gangnam-gu,6333,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
217,Sep 7 2020 11:17:13 AM,X1WYKc9oWNS8Wv3fKfHo1AAAAAA,no,1,,Direct Access,,https://www.helldog-s.com/grapher,2,1,,https://www.helldog-s.com/grapher (2 seconds),110.70.56.207,Korea Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 154.0.0.25.120 (iPhone11,2; iOS 13_6_1; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 237443006)"
216,Sep 7 2020 02:00:27 AM,X1UVqoNRPOuyIoxR2aMGiAAAAAY,no,1,,Direct Access,,https://www.helldog-s.com/map,13,1,,https://www.helldog-s.com/map (13 seconds),1.233.37.127,SK Broadband,South Korea,Seoul,Songpa-dong,5670,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 KAKAOTALK 9.0.0"
215,Sep 7 2020 12:52:55 AM,X1UF1iuFt95Mq7D3aA7tnAAAAAE,no,1,,Direct Access,,https://www.helldog-s.com,17,2,,https://www.helldog-s.com (5 seconds) > https://www.helldog-s.com/body (13 seconds),175.223.11.175,Korea Telecom,South Korea,Seoul,Seoul,2878,375x812,Safari,iOS,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 157.0.0.23.119 (iPhone11,2; iOS 13_6; ko-Kore_KR; ko-KR; scale=3.00; 1125x2436; 241452311)"
214,Sep 7 2020 12:16:22 AM,X1T9RU9kDysCyxwi@VCdRgAAAAE,no,1,,https://www.youtube.com,,https://www.helldog-s.com/body,154,7,,https://www.helldog-s.com/body (26 seconds) > https://www.helldog-s.com/contact (3 seconds) > https://www.helldog-s.com/person (19 seconds) > https://www.helldog-s.com/contact (8 seconds) > https://www.helldog-s.com/grapher (26 seconds) > https://www.helldog-s.com/body (50 seconds) > https://www.helldog-s.com/review-board (24 seconds),223.38.46.000,SK Telecom,South Korea,Seoul,Seoul,2878,384x854,Chrome,Android,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G986N) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36"
